ID_TRAIN,NB_EMPT,R_ATD,DUREE,PRT_VAL,AGE_D,REV_BT,REV_NET,TYP_RES,ST_EMPL,MNT_EPAR,NB_ER_6MS,NB_ER_12MS,NB_DEC_12MS,NB_OPER,NB_COUR,NB_INTR_1M,NB_INTR_12M,PIR_DEL,NB_DEL_30,NB_DEL_60,NB_DEL_90,MNT_PASS,MNT_ACT,MNT_AUT_REN,MNT_UTIL_REN,NB_SATI,TYP_FIN,MNT_DEMANDE,DEFAULT,PROFIT_LOSS
5004440,1,0.52,6,1,43,24000,19000,L,R,97071,0,0,0,9,8,0,0,0,0,0,0,3710,97071,11500,0,6,AUTO,29900,0,1495
5004441,1,0.13,6,1,20,47000,32000,L,,1591,3,3,0,6,6,0,0,0,1,0,0,136029,137089,2000,65,6,AUTO,14300,0,715
5004442,1,0.52,7,1,,78000,55000,L,R,57694,0,0,0,13,11,0,0,0,0,0,0,3222,439689,1000,891,13,AUTO,6600,0,330
5004443,1,0.4,4,1,28,79000,49000,P,R,94845,0,0,1,5,4,1,1,2,0,1,0,8131,94845,2500,243,5,AUTO,37000,0,1850
5004444,1,0.33,3,1,20,43000,31000,L,P,919,0,0,0,13,11,0,0,0,0,1,0,2832,5392,4500,4499,12,AUTO,23000,0,1150
5004445,1,0.28,4,0.81,57,44000,26000,L,T,56684,0,0,0,3,2,0,0,0,0,0,0,797,56684,10500,1878,0,AUTO,22200,0,1110
5004446,1,0.23,2,1,41,49000,34000,L,T,125471,0,0,0,8,6,0,0,0,0,0,0,37198,125471,8500,7181,7,AUTO,6800,0,340
5004447,1,0.15,6,0.58,44,56000,40000,L,T,3488,0,0,0,6,6,0,0,0,0,0,0,39737,472831,10000,1543,5,AUTO,38900,0,1945
5004448,1,0.74,7,1,50,24000,15000,L,P,4295,0,0,1,4,2,0,0,0,2,0,0,17714,134609,8000,8000,2,AUTO,25800,0,1290
5004449,1,0.34,4,1,65,62000,55000,P,P,29004,0,0,0,6,5,0,0,0,0,0,0,4528,227328,500,0,5,AUTO,14800,0,740
5004450,2,0.29,5,0.71,57,76000,65000,L,P,118409,0,0,0,11,9,2,2,0,0,0,0,7215,123998,1500,304,9,AUTO,23900,0,1195
5004451,1,0.39,5,1,42,62000,40000,P,P,3181,0,0,0,7,6,0,0,0,0,0,0,2107,5777,6000,5314,6,AUTO,26200,0,1310
5004452,1,0.43,7,1,28,10000,8000,P,P,61009,0,0,0,13,9,2,2,0,2,0,0,20017,61009,15500,0,12,AUTO,5500,0,275
5004453,1,0.69,4,1,19,61000,38000,A,,127975,0,0,0,12,7,0,0,0,0,0,0,3351,127975,19000,2819,10,AUTO,11600,0,580
5004454,1,0.66,3,0.95,,52000,41000,L,P,50069,0,0,0,2,0,0,0,0,0,0,0,8486,50069,0,0,2,AUTO,7700,0,385
5004455,1,0.18,3,1,29,26000,16000,L,P,4492,3,3,4,9,7,0,0,0,4,0,0,314,67054,500,499,1,AUTO,33400,1,-18012.79447
5004456,1,0.36,2,0.55,70,50000,41000,A,P,53871,0,0,0,5,0,0,0,0,0,0,0,12888,183438,0,0,4,AUTO,38200,0,1910
5004457,1,0.24,4,1,56,110000,74000,P,R,160885,0,0,0,6,0,0,0,0,0,0,0,7973,160885,0,0,5,AUTO,27100,0,1355
5004458,2,0.67,3,0.86,20,17000,10000,A,P,1196,0,0,0,9,8,6,6,0,2,0,1,11187,1196,17500,3794,8,AUTO,19500,0,975
5004459,2,0.34,2,0.43,31,67000,48000,A,R,99703,0,0,0,5,5,0,0,0,0,1,0,4644,99703,1500,309,5,AUTO,28900,0,1445
5004460,1,0.24,4,0.51,44,55000,44000,P,,79462,0,0,0,10,4,0,0,0,0,0,0,116440,117844,8500,0,7,AUTO,32400,0,1620
5004461,1,0.39,1,1,27,33000,19000,A,R,194207,0,0,0,12,8,0,0,0,0,0,0,355424,364147,2000,207,10,AUTO,30000,0,1500
5004462,1,0.03,2,1,18,39000,24000,L,R,50542,0,0,0,3,1,0,0,0,0,0,0,14588,50542,1500,1282,3,AUTO,30100,0,1505
5004463,1,0.4,5,1,23,6000,4000,A,T,129788,0,0,0,10,2,0,0,0,0,0,0,4021,129788,2000,546,7,AUTO,29900,0,1495
5004464,1,0.64,5,1,36,56000,39000,P,P,1829,0,0,0,7,1,0,0,0,0,0,0,15311,1829,8500,0,2,AUTO,16900,0,845
5004465,1,0.54,2,1,30,41000,35000,A,P,179871,0,0,0,10,4,3,3,0,0,0,0,0,179871,8000,7442,9,AUTO,12200,1,-4685.458615
5004466,1,0.27,3,0.78,29,54000,41000,P,P,3298,0,0,0,6,4,0,0,0,0,0,0,3040,3298,11000,220,5,AUTO,6000,0,300
5004467,1,0.54,3,1,68,29000,21000,A,T,117666,0,2,0,8,3,1,1,0,0,0,0,4560,117666,4500,4485,7,AUTO,17100,0,855
5004468,1,0.51,7,1,18,50000,27000,A,,42177,0,2,0,6,6,0,0,0,0,0,0,21658,246040,8500,3136,6,AUTO,18300,0,915
5004469,1,0.1,6,1,28,93000,53000,L,P,1688,0,0,0,4,2,0,0,0,0,0,0,7775,26449,3000,74,4,AUTO,37600,0,1880
5004470,1,0.42,1,0.94,58,150000,116000,L,P,18255,0,0,0,7,7,0,0,0,0,0,1,7627,18255,9000,7589,7,AUTO,30900,0,1545
5004471,1,0.12,2,0.47,40,39000,27000,L,R,7360,0,0,0,5,2,0,0,0,0,0,0,1265,7360,4500,2282,4,AUTO,15200,0,760
5004472,1,0.26,6,1,48,61000,43000,L,T,70318,0,0,0,5,5,0,0,1,2,0,0,3081,70318,1000,602,5,AUTO,35200,0,1760
5004473,1,0.15,5,1,56,179000,133000,L,R,28712,0,0,0,6,6,0,0,0,0,0,0,240874,270008,26500,3834,6,AUTO,26300,0,1315
5004474,1,0.28,4,0.86,38,48000,29000,P,R,24319,0,0,0,8,2,0,0,0,0,0,0,14,24319,18500,2430,7,AUTO,29700,0,1485
5004475,1,0.52,4,1,49,62000,46000,L,R,92447,0,0,0,6,6,0,0,0,0,0,0,14230,259765,8000,361,5,AUTO,14000,0,700
5004476,1,0.3,2,0.78,54,39000,26000,P,R,3262,0,0,1,1,1,0,0,0,0,0,0,584,3262,2500,155,1,AUTO,34800,0,1740
5004477,1,0.55,5,1,18,9000,7000,A,R,1734,0,0,0,13,0,1,1,0,0,0,2,387,51834,0,0,1,AUTO,37800,0,1890
5004478,1,0.42,7,1,26,63000,55000,A,T,5581,0,0,0,4,3,0,0,0,0,0,0,161733,221628,8500,2733,3,AUTO,24200,0,1210
5004479,1,0.36,6,0.46,37,19000,14000,L,,26592,0,0,0,10,8,0,0,0,3,0,0,4914,26592,3000,2598,10,AUTO,6400,0,320
5004480,1,0.17,3,0.55,69,44000,26000,L,P,75145,0,3,0,4,3,0,0,0,0,0,0,0,176310,10000,4930,3,AUTO,36900,0,1845
5004481,1,0.4,4,0.73,67,107000,93000,L,P,157109,0,0,0,8,8,1,1,0,0,0,0,23516,374584,18500,18500,7,AUTO,28500,0,1425
5004482,1,0,1,1,58,51000,33000,L,R,11832,1,1,0,6,2,2,2,0,0,0,0,13179,162439,1500,1365,4,AUTO,29500,0,1475
5004483,1,0.42,5,1,52,118000,100000,A,R,92608,0,0,0,1,0,0,0,0,0,0,0,22341,92608,0,0,1,AUTO,24100,0,1205
5004484,2,0.69,5,1,64,44000,30000,P,T,6344,0,0,0,5,2,0,0,0,0,0,0,1823,6344,500,385,4,AUTO,36400,0,1820
5004485,1,0.23,3,0.91,24,119000,69000,P,T,228883,0,2,0,6,5,0,0,0,0,1,0,0,228883,1000,241,4,AUTO,31100,0,1555
5004486,1,0.31,5,1,50,165000,144000,L,R,11690,0,0,0,6,3,0,0,0,0,0,0,21823,24567,7000,2325,6,AUTO,24200,1,-24199.25468
5004487,2,0.3,1,0.67,43,31000,25000,A,R,116964,0,0,0,7,6,0,0,0,0,0,0,420342,470984,1500,860,6,AUTO,24600,0,1230
5004488,1,0.19,3,0.45,57,94000,62000,L,R,193139,0,0,0,6,3,0,0,0,0,0,0,37985,388710,1000,736,5,AUTO,18600,0,930
5004489,2,0.35,2,1,28,25000,14000,P,P,716,0,0,0,3,1,0,0,0,0,0,0,140634,296535,6000,2290,2,AUTO,39900,0,1995
5004490,1,0.37,4,1,22,69000,55000,A,R,40059,0,0,0,8,7,0,0,0,0,0,0,58172,65978,10500,6421,7,AUTO,19500,0,975
5004491,1,0.35,4,1,38,51000,46000,A,,55676,0,0,0,5,5,0,0,0,0,0,0,1244,55676,2500,2344,5,AUTO,13000,0,650
5004492,1,0.43,5,1,34,48000,31000,A,P,19919,0,0,0,7,6,0,0,0,0,0,0,232898,583067,7500,7500,3,AUTO,18800,0,940
5004493,1,0.37,7,1,22,25000,14000,L,,39814,0,0,0,12,8,0,0,0,0,0,0,625,151104,500,500,9,AUTO,21400,0,1070
5004494,1,0.41,7,1,43,19000,13000,L,P,73119,0,0,0,6,2,0,0,0,0,0,0,11931,73119,4500,3271,2,AUTO,16600,1,-16133.08841
5004495,1,0.13,6,0.52,30,40000,33000,L,P,64359,0,0,0,7,6,0,0,0,0,0,0,11259,64359,4000,426,6,AUTO,13400,0,670
5004496,2,0.84,4,1,47,31000,27000,L,P,2643,1,4,4,0,0,0,0,0,0,0,0,236913,242055,0,0,0,AUTO,6300,0,315
5004497,2,0.36,6,1,19,47000,33000,P,P,4298,0,0,0,10,5,3,3,0,0,0,0,156145,197759,10000,10000,10,AUTO,24700,0,1235
5004498,2,0.68,3,1,18,50000,29000,L,P,926,0,0,3,11,10,0,0,2,0,0,2,178169,182825,500,67,9,AUTO,20600,0,1030
5004499,1,0.42,7,1,37,110000,63000,L,P,212664,0,2,1,10,0,0,0,0,0,0,0,154700,296507,0,0,9,AUTO,36100,0,1805
5004500,1,0.31,1,1,71,154000,129000,P,R,23707,0,2,0,7,7,0,0,0,0,0,0,332725,374565,4000,203,7,AUTO,17100,0,855
5004501,1,0.42,5,1,28,48000,28000,P,T,691,0,0,0,5,3,0,0,0,0,0,0,8795,691,5000,932,4,AUTO,33200,0,1660
5004502,1,0.51,7,1,71,44000,38000,P,R,82275,0,0,0,5,4,0,0,0,0,0,0,16808,82275,19500,3497,4,AUTO,30000,0,1500
5004503,2,0.11,3,0.67,39,155000,89000,L,R,2012,0,5,1,12,10,0,0,0,0,0,0,23615,2012,24000,22822,10,AUTO,13600,0,680
5004504,1,0.2,5,0.51,20,72000,39000,L,,86045,0,0,0,9,3,0,0,0,0,0,0,10637,214622,5000,176,9,AUTO,33200,0,1660
5004505,1,0.37,4,0.97,67,54000,30000,L,P,55849,0,0,0,5,4,0,0,0,0,0,0,90,55849,2000,449,4,AUTO,24000,0,1200
5004506,1,0.17,4,0.55,28,108000,85000,P,R,61511,0,0,0,9,7,0,0,0,0,0,0,2300,128649,11500,0,7,AUTO,15300,0,765
5004507,2,0.91,7,1,20,44000,29000,L,P,14568,0,0,0,2,0,0,0,0,0,0,0,9265,14568,0,0,2,AUTO,18700,0,935
5004508,1,0.22,3,1,19,41000,30000,P,,84305,0,0,0,8,7,0,0,0,0,0,0,229778,234239,500,500,6,AUTO,10100,0,505
5004509,2,0.7,5,1,22,50000,34000,L,R,5280,0,0,0,7,6,0,0,0,1,0,0,2155,5280,7000,636,2,AUTO,12400,0,620
5004510,1,0.52,4,0.83,51,111000,71000,L,R,54348,0,0,0,12,10,0,0,0,0,0,1,341640,366454,16500,14424,11,AUTO,22800,0,1140
5004511,1,0.38,7,1,19,58000,37000,L,R,31854,0,0,0,9,6,0,0,0,0,0,0,3042,195337,25000,4075,7,AUTO,8200,0,410
5004512,2,0.09,4,0.44,42,44000,37000,L,R,23421,0,3,0,4,4,1,1,1,0,0,5,53207,80229,57500,16135,3,AUTO,16400,0,820
5004513,1,0.5,5,1,18,66000,37000,L,P,1686,0,0,0,4,1,0,0,0,0,0,0,20373,1686,30000,0,2,AUTO,8800,0,440
5004514,2,0.18,5,1,34,67000,48000,P,T,41806,0,0,0,10,0,0,0,0,0,0,0,4882,41806,0,0,9,AUTO,15800,0,790
5004515,1,0.07,3,0.47,69,59000,43000,P,R,39485,0,0,2,6,2,0,0,0,2,0,0,2024,59513,500,111,6,AUTO,24600,0,1230
5004516,1,0.2,5,1,31,32000,19000,P,R,7065,0,0,0,8,4,0,0,0,0,0,0,21398,7065,10500,25,7,AUTO,20700,0,1035
5004517,1,0.34,4,0.62,50,43000,36000,P,P,37737,1,1,1,11,9,0,0,0,2,0,0,19320,37737,16500,2841,10,AUTO,31900,0,1595
5004518,1,0.04,4,0.4,61,133000,81000,P,P,178295,0,0,0,8,7,0,0,0,0,0,0,0,178295,1500,130,7,AUTO,20100,0,1005
5004519,1,0.19,6,1,33,51000,40000,L,P,50349,0,0,0,5,5,0,0,0,0,0,0,0,50349,1500,0,5,AUTO,29900,0,1495
5004520,1,0.68,6,1,39,36000,29000,A,R,50444,1,1,1,7,3,0,0,0,6,0,0,223,50444,1500,563,7,AUTO,36800,0,1840
5004521,2,0.33,3,1,,53000,37000,L,R,1978,0,0,0,10,8,0,0,0,0,2,0,800,1978,4000,3426,8,AUTO,12600,0,630
5004522,1,0.21,7,1,65,164000,120000,P,P,226918,0,0,0,8,2,2,2,0,0,0,0,320521,320933,2500,251,7,AUTO,27500,0,1375
5004523,2,0.1,4,0.88,28,50000,36000,P,R,669,0,0,0,8,7,0,0,0,4,0,0,12694,36267,2000,1978,0,AUTO,5500,0,275
5004524,2,0.1,2,0.99,30,68000,39000,P,T,1208,0,0,0,5,4,0,0,0,0,0,0,4097,9618,5500,4967,5,AUTO,26800,0,1340
5004525,1,0.18,1,0.6,58,176000,160000,L,P,148520,0,0,0,7,3,0,0,0,0,0,0,366495,417230,31000,0,5,AUTO,22900,0,1145
5004526,1,0.32,2,0.92,20,33000,22000,L,P,59742,0,0,0,6,5,0,0,0,0,0,0,843,59742,3000,1303,5,AUTO,20700,0,1035
5004527,2,0.27,4,1,32,37000,25000,L,R,66068,0,0,0,13,11,0,0,0,0,0,0,0,152662,4000,896,10,AUTO,23600,0,1180
5004528,1,0.33,3,0.92,48,69000,59000,P,R,2720,0,0,2,5,4,1,1,1,1,0,0,0,2720,500,126,1,AUTO,11800,0,590
5004529,1,0.42,1,1,54,88000,71000,P,R,73698,0,0,0,3,2,0,0,0,1,0,0,5455,73698,2500,323,3,AUTO,18600,0,930
5004530,2,0.36,7,1,39,60000,50000,L,R,1334,0,0,0,5,4,0,0,0,0,0,0,2889,1334,1000,234,4,AUTO,27500,0,1375
5004531,1,0.34,5,0.68,41,27000,24000,L,R,31273,0,0,0,3,3,0,0,0,0,0,0,1498,31273,26000,20958,2,AUTO,39200,0,1960
5004532,1,0.43,3,1,18,67000,41000,L,R,30887,2,2,3,1,1,0,0,2,5,2,0,375,30887,31500,0,1,AUTO,7100,0,355
5004533,1,0.26,5,1,59,72000,57000,L,R,210494,0,1,0,5,2,0,0,0,0,0,0,3099,210494,1000,949,4,AUTO,7200,0,360
5004534,1,0.21,4,1,41,62000,55000,L,R,124581,0,0,0,2,2,0,0,0,0,0,0,169850,391702,28000,1678,2,AUTO,31500,0,1575
5004535,1,0.27,2,0.96,59,82000,50000,L,P,35089,0,0,0,6,0,0,0,0,0,0,0,12348,405454,0,0,5,AUTO,26300,0,1315
5004536,2,0.24,4,1,36,24000,18000,A,R,59876,0,0,0,6,1,0,0,0,0,0,0,16499,59876,500,499,5,AUTO,37300,0,1865
5004537,1,0.31,3,1,56,77000,62000,L,R,19692,0,0,0,5,4,0,0,0,3,0,0,14262,19692,4000,3999,4,AUTO,34000,0,1700
5004538,1,0.13,5,0.92,61,149000,127000,L,R,104750,0,0,0,8,7,0,0,0,0,0,0,441,216894,19000,49,8,AUTO,18900,0,945
5004539,1,0.37,4,0.53,21,44000,32000,L,R,43746,0,1,0,8,7,0,0,0,1,0,0,355453,411083,1500,1196,7,AUTO,16900,0,845
5004540,1,0.32,4,1,19,28000,21000,L,R,19074,0,0,0,13,9,0,0,0,5,1,0,17688,19074,49000,12767,13,AUTO,31000,0,1550
5004541,1,0.16,4,0.56,51,161000,131000,P,R,83460,0,0,0,7,6,0,0,0,0,0,0,1860,111681,3000,86,6,AUTO,35700,0,1785
5004542,1,0.22,4,1,67,100000,85000,P,R,77089,0,0,0,5,5,0,0,0,0,0,0,13530,233299,39000,0,5,AUTO,19400,0,970
5004543,1,0.31,7,0.92,52,54000,44000,L,P,5734,0,0,0,3,3,0,0,0,1,0,0,7379,30524,15000,0,3,AUTO,36100,0,1805
5004544,1,0.11,3,0.9,34,174000,144000,P,R,147175,0,3,0,11,8,4,4,0,0,0,0,17069,147175,1500,1091,10,AUTO,30800,0,1540
5004545,1,0.77,5,1,21,7000,4000,L,P,1926,0,0,2,1,1,0,0,0,0,0,0,23975,1926,6500,2095,1,AUTO,25300,0,1265
5004546,1,0.34,5,1,44,64000,42000,L,P,76938,1,1,0,6,3,0,0,0,0,0,0,13593,76938,7500,7499,5,AUTO,26200,0,1310
5004547,2,0.26,5,0.96,41,163000,143000,L,R,71949,0,0,0,7,6,1,1,0,0,0,0,9977,71949,26500,2388,6,AUTO,27400,0,1370
5004548,1,0.36,4,1,20,49000,35000,A,,17704,0,0,0,4,4,0,0,0,0,0,0,34143,56941,19000,459,3,AUTO,24100,0,1205
5004549,1,0.21,2,1,26,10000,8000,L,,37657,0,3,0,9,8,0,0,0,0,0,0,290,37657,10000,9999,8,AUTO,24900,0,1245
5004550,1,0.03,1,1,58,164000,125000,P,R,219947,0,0,0,8,7,0,0,0,0,0,0,21115,219947,9000,189,7,AUTO,12400,0,620
5004551,1,0.36,5,1,22,62000,49000,L,P,15519,0,4,1,12,7,0,0,0,0,0,0,309140,317228,5500,5228,10,AUTO,37400,0,1870
5004552,1,0.32,2,1,56,75000,65000,L,P,177872,0,0,0,5,2,0,0,0,0,0,0,672,216564,2000,1605,5,AUTO,7700,0,385
5004553,1,0.06,6,0.8,68,42000,25000,P,T,18948,3,3,0,10,8,0,0,0,0,0,0,250249,307178,6000,6000,8,AUTO,24200,0,1210
5004554,1,0.27,1,0.41,22,70000,53000,A,P,13146,0,0,0,9,7,0,0,0,0,0,0,213366,250093,8000,8000,9,AUTO,14600,0,730
5004555,1,0.35,5,1,30,42000,24000,A,T,32808,0,0,0,4,3,0,0,0,0,0,0,805,32808,1000,0,2,AUTO,39400,0,1970
5004556,1,0.54,4,1,31,84000,66000,L,P,41400,2,3,0,10,8,0,0,0,5,0,0,4045,41400,1000,676,9,AUTO,11500,0,575
5004557,1,0.36,3,0.55,49,26000,23000,L,T,62832,0,0,0,8,7,0,0,0,0,0,0,16985,73255,500,77,6,AUTO,12100,0,605
5004558,1,0.53,3,0.88,56,9000,5000,A,R,111402,0,0,0,6,4,0,0,0,0,0,0,34252,111402,500,0,6,AUTO,17800,0,890
5004559,2,0.13,3,0.61,36,52000,39000,L,,95779,0,0,0,5,5,0,0,0,0,1,0,169740,203102,25000,0,3,AUTO,37100,0,1855
5004560,1,0.34,4,1,25,56000,36000,L,P,1855,0,0,2,13,7,0,0,0,0,0,0,252561,583658,8500,138,10,AUTO,29100,0,1455
5004561,1,0.04,4,1,27,63000,37000,A,P,17028,0,0,0,8,6,0,0,0,1,1,4,175050,311061,3000,0,6,AUTO,29900,0,1495
5004562,1,0.22,2,1,41,69000,42000,P,P,201033,0,0,0,7,7,0,0,0,0,0,0,6869,201033,500,49,4,AUTO,7900,0,395
5004563,1,0.35,4,1,26,91000,59000,A,P,40679,0,0,0,6,6,5,5,0,0,0,0,108721,129915,9000,3619,6,AUTO,26000,0,1300
5004564,2,0.38,5,1,20,54000,40000,A,,46465,4,7,2,9,8,0,0,0,0,0,0,69487,187710,1000,999,8,AUTO,11800,0,590
5004565,2,0.29,7,1,33,7000,5000,A,R,7688,0,0,0,5,2,0,0,0,0,0,0,3761,7688,3500,3486,4,AUTO,10800,0,540
5004566,1,0.04,4,0.87,55,160000,115000,L,R,27064,2,2,1,5,4,0,0,0,0,0,0,37360,800293,5000,3175,5,AUTO,16500,0,825
5004567,1,0.34,7,1,73,55000,47000,L,R,8099,0,0,0,4,2,0,0,0,0,0,0,10735,89557,500,43,3,AUTO,29100,1,-29043.93945
5004568,1,0.29,1,1,19,28000,22000,A,,5883,0,0,0,8,2,0,0,0,0,0,0,2683,8263,1500,194,6,AUTO,24600,0,1230
5004569,1,0.09,6,1,74,61000,34000,L,R,26985,0,0,0,2,0,0,0,0,0,0,0,119038,144510,0,0,2,AUTO,30400,0,1520
5004570,1,0.2,2,0.75,32,28000,17000,A,,3419,0,0,3,7,7,0,0,0,0,0,0,2148,3419,10500,6272,7,AUTO,34100,0,1705
5004571,1,0.01,5,1,40,34000,26000,P,R,146016,0,0,0,2,1,0,0,0,0,0,5,4938,228433,8500,0,2,AUTO,16200,0,810
5004572,1,0.34,4,1,62,57000,39000,A,R,82966,0,2,0,0,0,0,0,0,0,0,0,3147,82966,0,0,0,AUTO,8000,0,400
5004573,1,0,5,1,31,38000,25000,P,R,342,0,1,0,9,1,0,0,0,0,0,0,2690,3707,7500,0,8,AUTO,17200,0,860
5004574,1,0.08,2,0.57,29,40000,32000,A,R,161720,0,2,0,14,6,0,0,0,0,0,0,324735,328836,10000,3802,0,AUTO,15700,0,785
5004575,1,0.15,5,0.44,52,121000,87000,L,P,27208,2,2,0,6,4,0,0,0,0,0,0,2347,27208,500,290,6,AUTO,28700,0,1435
5004576,1,0.04,1,0.82,30,50000,44000,P,R,78876,1,1,0,7,0,1,1,0,0,0,0,176937,178856,0,0,6,AUTO,8900,0,445
5004577,1,0.4,3,1,60,128000,98000,P,R,147905,0,0,0,6,6,0,0,0,0,0,0,1238,147905,6000,5999,4,AUTO,16800,0,840
5004578,1,0.38,2,1,27,26000,23000,L,R,42437,0,0,0,8,7,0,0,0,0,0,0,48872,50169,500,499,7,AUTO,25900,0,1295
5004579,1,0.7,3,0.96,54,55000,34000,A,R,142772,0,0,0,3,2,0,0,0,0,0,0,12545,212607,35000,16195,2,AUTO,17000,0,850
5004580,2,0.15,2,0.8,40,40000,31000,P,P,235485,0,0,0,2,2,0,0,0,0,3,0,0,235485,13000,5570,2,AUTO,33000,0,1650
5004581,1,0.32,5,1,42,108000,97000,L,T,2671,0,2,0,4,4,0,0,0,0,0,0,2176,34835,2500,0,3,AUTO,25000,0,1250
5004582,2,0.23,1,1,,19000,13000,A,T,5750,2,2,0,3,1,0,0,0,0,0,0,2350,5750,8500,8499,2,AUTO,23900,1,-19412.99118
5004583,1,0.41,5,1,18,45000,34000,L,T,35123,0,0,0,3,3,0,0,0,0,0,0,211915,972518,6500,6499,3,AUTO,11500,0,575
5004584,2,0.18,2,0.52,37,41000,25000,L,R,59444,0,0,0,5,4,0,0,0,0,0,0,18936,59444,3000,1147,4,AUTO,36500,0,1825
5004585,1,0.04,2,1,37,91000,63000,P,R,78521,0,0,2,9,8,0,0,0,0,0,0,116181,167229,2000,211,8,AUTO,25400,0,1270
5004586,1,0.5,7,1,45,70000,59000,L,R,53527,0,0,0,9,8,0,0,0,0,0,0,273074,276882,1000,999,1,AUTO,37600,0,1880
5004587,1,0.34,2,1,39,15000,14000,L,R,181514,0,0,0,6,6,0,0,0,0,0,0,141930,198055,2500,891,5,AUTO,9900,0,495
5004588,1,0.47,6,1,47,104000,73000,L,P,2967,3,3,4,10,9,0,0,0,0,0,0,1030,2967,19000,19000,9,AUTO,5900,0,295
5004589,1,0.23,2,1,33,89000,73000,L,T,167675,0,0,0,10,6,3,3,0,0,0,0,86084,264149,1500,139,9,AUTO,34100,0,1705
5004590,1,0.18,5,0.9,61,73000,65000,P,R,33704,0,2,0,5,3,0,0,0,6,5,0,3764,33704,18500,18500,5,AUTO,19700,0,985
5004591,2,0.36,7,1,68,68000,58000,L,R,23538,0,0,0,5,4,0,0,0,0,0,0,2842,424793,3500,824,4,AUTO,17800,0,890
5004592,1,0.31,1,1,27,61000,50000,L,R,74470,0,0,0,9,8,0,0,0,0,0,0,22356,74470,1500,1366,9,AUTO,30500,0,1525
5004593,1,0.35,5,0.91,35,54000,34000,L,P,5245,0,0,0,2,0,0,0,0,0,0,0,372,5245,0,0,2,AUTO,36400,0,1820
5004594,1,0.29,5,1,20,37000,24000,A,R,39497,0,0,0,4,4,0,0,0,0,0,0,2102,288119,8500,943,4,AUTO,32800,0,1640
5004595,1,0.2,3,0.8,36,31000,24000,P,R,9638,0,0,0,7,6,0,0,0,0,0,0,244,9638,3500,2774,6,AUTO,6900,0,345
5004596,1,0.43,6,0.8,57,23000,20000,L,,7988,2,2,0,5,2,0,0,0,0,0,0,53846,263975,4500,226,5,AUTO,6900,0,345
5004597,1,0.09,4,0.81,62,54000,31000,P,R,122292,0,0,0,4,4,0,0,0,1,0,0,4791,171468,2000,1062,4,AUTO,11300,0,565
5004598,1,0.31,3,0.41,54,99000,87000,L,P,18775,3,4,4,7,5,0,0,0,0,0,0,24510,18775,7500,3865,6,AUTO,30100,0,1505
5004599,1,0.01,2,1,54,115000,102000,A,R,5603,0,0,0,7,6,0,0,0,0,0,0,103178,336355,500,135,7,AUTO,34600,0,1730
5004600,2,0.18,4,1,45,50000,42000,P,R,71000,2,2,0,6,0,5,5,0,0,0,1,118002,188651,0,0,4,AUTO,14700,0,735
5004601,1,0.04,2,0.73,74,78000,43000,L,R,194307,0,0,1,8,7,1,1,0,0,0,0,17819,540368,500,0,7,AUTO,25500,0,1275
5004602,1,0.39,7,1,50,159000,95000,L,R,236878,0,0,0,7,4,0,0,0,0,0,0,3129,236878,19500,15108,7,AUTO,37300,0,1865
5004603,1,0.06,4,1,74,160000,130000,P,P,87707,0,0,0,8,6,0,0,0,0,0,0,12932,87707,13500,10137,7,AUTO,20200,0,1010
5004604,1,0.05,6,1,67,61000,46000,L,P,32782,0,4,2,5,4,0,0,0,0,0,0,3498,32782,500,0,4,AUTO,25900,0,1295
5004605,1,0.29,6,0.96,28,55000,40000,P,R,87162,0,0,0,9,6,0,0,0,0,0,0,488555,488634,1000,999,8,AUTO,5300,0,265
5004606,1,0.68,4,1,41,36000,28000,A,R,54171,0,0,0,10,8,0,0,0,0,0,0,2975,54171,11500,0,5,AUTO,10100,0,505
5004607,1,0.63,7,1,28,55000,37000,L,P,33724,0,0,0,6,5,0,0,0,0,0,0,0,33724,1000,999,3,AUTO,33500,0,1675
5004608,1,0.3,4,0.7,24,49000,32000,A,R,63653,0,0,0,3,2,0,0,0,0,0,0,637,63653,8000,872,2,AUTO,8500,0,425
5004609,1,0.44,5,1,38,63000,50000,A,R,3645,0,0,0,3,1,0,0,0,0,0,0,23354,26109,1000,142,3,AUTO,20600,1,-20540.55616
5004610,1,0.42,4,1,28,69000,46000,L,P,9632,0,1,1,6,6,0,0,0,0,0,0,608,9632,1500,368,5,AUTO,19400,0,970
5004611,1,0.15,6,1,66,58000,32000,P,R,172629,0,0,0,8,6,0,0,0,0,0,0,1517,172629,10500,0,6,AUTO,9100,0,455
5004612,1,0.35,7,1,20,60000,49000,A,,99059,0,0,0,14,9,0,0,0,0,1,0,23229,99059,12000,10080,3,AUTO,27600,0,1380
5004613,1,0.32,5,0.72,53,100000,78000,L,P,95355,0,0,0,5,4,0,0,0,0,1,0,236767,251794,22500,9080,4,AUTO,20400,0,1020
5004614,2,0.18,5,0.48,40,36000,30000,A,P,3121,0,0,0,5,2,0,0,0,0,0,0,23515,3121,19500,11023,4,AUTO,21300,0,1065
5004615,1,0.65,7,1,50,13000,8000,A,,9375,0,0,0,5,2,0,0,0,0,0,0,49360,111637,12000,726,4,AUTO,31400,0,1570
5004616,1,0.11,2,0.92,28,56000,39000,L,P,46132,2,2,0,4,4,0,0,0,0,0,0,127955,135899,10000,9999,4,AUTO,7700,0,385
